@relation WallFollowingRobotNavigation_4

@attribute SD_front numeric
@attribute SD_left numeric
@attribute SD_right numeric
@attribute SD_back numeric
@attribute Class {MoveForward, SlightRightTurn, SharpRightTurn, SlightLeftTurn}

@data
0.935,0.350,2.657,0.860,SlightRightTurn
0.931,0.353,2.660,0.857,SlightRightTurn
0.933,0.353,2.658,0.859,SlightRightTurn
0.930,0.744,2.660,0.865,MoveForward
0.923,0.743,2.655,0.867,MoveForward
0.915,0.743,2.661,0.876,MoveForward
0.909,0.740,2.664,0.879,MoveForward
0.902,0.740,2.668,0.888,MoveForward
0.893,0.733,2.672,0.903,SharpRightTurn
0.886,0.726,2.157,0.906,SharpRightTurn
1.717,0.376,2.151,0.902,SlightRightTurn
1.704,0.371,2.149,0.909,SlightRightTurn
2.695,0.372,2.145,0.915,SlightRightTurn
2.682,0.377,2.140,0.924,SlightRightTurn
2.672,0.396,2.709,0.933,SlightRightTurn
2.659,0.692,2.714,0.941,MoveForward
2.647,0.688,2.718,0.950,MoveForward
2.636,0.684,2.705,0.956,MoveForward
2.625,0.680,2.727,0.964,MoveForward
2.616,0.460,2.730,0.971,SlightRightTurn
2.608,0.674,2.733,0.979,MoveForward
2.598,0.461,2.105,0.989,SlightRightTurn
2.586,0.469,2.094,0.925,SlightRightTurn
2.579,0.662,2.050,0.933,MoveForward
2.562,0.658,2.052,0.943,MoveForward
2.552,0.655,2.041,0.959,MoveForward
2.538,0.651,2.073,0.971,MoveForward
1.498,0.647,2.075,0.984,MoveForward
1.480,0.644,2.027,0.998,MoveForward
1.465,0.511,2.025,1.013,MoveForward
1.449,0.527,2.058,1.028,MoveForward
1.429,0.633,2.052,1.045,MoveForward
1.414,0.626,2.042,1.062,MoveForward
1.396,0.582,1.993,1.132,MoveForward
1.378,0.584,1.980,0.571,MoveForward
1.359,0.613,1.977,0.582,MoveForward
1.344,0.614,2.798,0.594,MoveForward
1.325,0.611,2.803,0.610,MoveForward
1.306,0.607,1.999,0.622,MoveForward
2.287,0.603,1.992,0.638,MoveForward
2.266,0.599,2.810,0.655,MoveForward
2.245,0.595,2.065,0.674,MoveForward
2.224,0.591,2.097,0.690,MoveForward
2.204,0.585,2.829,0.703,MoveForward
2.184,0.582,2.081,0.719,MoveForward
2.164,0.579,2.823,0.738,MoveForward
2.145,0.578,2.823,0.753,MoveForward
2.126,0.575,2.025,0.769,MoveForward
2.108,0.572,2.800,0.783,MoveForward
2.089,0.569,2.787,0.798,MoveForward
2.070,0.566,2.772,0.813,MoveForward
2.051,0.563,2.146,0.827,MoveForward
2.032,0.559,2.138,0.843,MoveForward
2.013,0.556,2.102,0.858,MoveForward
1.995,0.553,2.723,0.873,MoveForward
1.976,0.549,2.085,0.887,MoveForward
1.957,0.546,1.875,0.902,MoveForward
1.939,0.542,1.863,0.917,MoveForward
1.920,0.538,1.862,0.931,MoveForward
1.902,0.534,1.862,0.945,MoveForward
1.884,0.530,1.906,0.959,MoveForward
0.592,0.527,1.876,0.974,SharpRightTurn
0.587,0.523,1.871,0.989,SharpRightTurn
0.583,0.519,1.853,1.003,SharpRightTurn
0.576,0.515,1.852,1.018,SharpRightTurn
0.575,0.511,1.849,1.031,SharpRightTurn
0.572,0.507,1.852,1.044,SharpRightTurn
0.568,0.504,1.848,1.057,SharpRightTurn
0.803,0.500,1.849,1.064,SharpRightTurn
0.801,0.498,1.851,1.063,SharpRightTurn
0.802,0.497,1.849,1.071,SharpRightTurn
0.802,0.497,1.853,1.076,SharpRightTurn
0.802,0.496,1.853,1.062,SharpRightTurn
0.802,0.496,1.853,1.064,SharpRightTurn
0.802,0.496,1.854,1.099,SharpRightTurn
0.802,0.495,1.814,1.085,SharpRightTurn
0.802,0.494,1.855,1.057,SharpRightTurn
0.804,0.493,1.817,1.053,SharpRightTurn
1.542,0.492,1.867,1.052,SlightRightTurn
1.542,0.491,1.865,1.051,SlightRightTurn
1.545,0.490,2.005,1.046,SlightRightTurn
1.754,0.489,2.063,1.045,SlightRightTurn
1.754,0.489,1.932,1.045,SlightRightTurn
1.753,0.489,1.970,1.046,SlightRightTurn
1.753,0.489,1.938,1.046,SlightRightTurn
1.754,0.489,1.971,1.046,SlightRightTurn
1.753,0.489,1.971,1.046,SlightRightTurn
1.752,0.488,1.932,1.047,SlightRightTurn
1.749,0.488,1.941,1.049,SlightRightTurn
1.745,0.487,1.930,1.052,SlightRightTurn
0.589,0.487,2.018,1.057,SharpRightTurn
0.590,0.486,1.919,1.062,SharpRightTurn
0.590,0.486,1.913,1.068,SharpRightTurn
1.715,0.484,1.911,1.076,SlightRightTurn
1.706,0.483,1.890,1.083,SlightRightTurn
1.697,0.482,1.859,1.090,SlightRightTurn
1.690,0.481,1.855,1.096,SlightRightTurn
1.684,0.480,1.853,1.102,SlightRightTurn
1.677,0.480,1.852,1.108,SlightRightTurn
1.470,0.480,1.848,1.114,SlightRightTurn
1.663,0.480,1.846,1.121,SlightRightTurn
1.453,0.481,1.844,1.128,SlightRightTurn
1.449,0.481,1.842,1.136,SlightRightTurn
1.435,0.482,1.840,1.144,SlightRightTurn
1.428,0.483,1.837,1.153,SlightRightTurn
1.417,0.485,1.834,1.165,SlightRightTurn
1.415,0.486,1.832,0.582,SlightRightTurn
1.417,0.488,1.829,1.184,SlightRightTurn
1.592,0.490,1.822,0.584,SlightRightTurn
1.581,0.492,1.819,1.203,SlightRightTurn
1.571,0.494,1.816,1.213,SlightRightTurn
1.560,0.496,1.813,1.219,MoveForward
1.550,0.497,1.809,1.229,MoveForward
1.540,0.499,1.806,1.239,MoveForward
1.529,0.502,1.802,1.250,MoveForward
1.518,0.504,1.798,1.261,MoveForward
1.505,0.507,1.794,1.274,MoveForward
1.491,0.511,1.788,1.288,MoveForward
1.476,0.515,1.782,1.303,MoveForward
1.460,0.520,1.776,0.609,MoveForward
1.443,0.524,1.767,1.337,MoveForward
1.426,0.530,1.760,0.618,MoveForward
1.408,0.535,1.753,0.610,MoveForward
1.390,0.541,1.746,1.391,MoveForward
1.372,0.546,1.739,0.620,MoveForward
1.354,0.553,1.732,0.640,MoveForward
1.336,0.558,1.725,0.646,MoveForward
1.318,0.564,1.718,0.649,MoveForward
1.300,0.570,1.711,0.641,MoveForward
1.282,0.576,1.704,0.650,MoveForward
1.264,0.583,1.697,0.999,MoveForward
1.245,0.589,1.690,1.017,MoveForward
1.225,0.595,1.683,1.035,MoveForward
1.206,0.601,1.676,1.054,MoveForward
1.186,0.608,1.669,1.074,MoveForward
1.167,0.614,1.662,1.096,MoveForward
1.147,0.621,1.655,1.115,MoveForward
1.131,0.627,1.647,0.710,MoveForward
1.111,0.633,1.640,0.709,MoveForward
1.091,0.640,1.633,0.712,MoveForward
1.072,0.646,1.626,0.716,MoveForward
1.052,0.653,1.618,0.726,MoveForward
1.030,0.659,1.611,0.732,MoveForward
1.011,0.663,1.604,0.738,MoveForward
0.991,0.670,1.596,0.741,MoveForward
0.972,0.682,1.589,0.744,MoveForward
0.952,0.686,1.581,1.323,MoveForward
0.933,0.693,1.571,1.875,MoveForward
0.914,0.700,1.559,1.895,MoveForward
0.895,0.707,1.551,1.912,SharpRightTurn
0.876,0.714,1.542,1.411,SharpRightTurn
0.857,0.721,1.534,0.780,SharpRightTurn
0.838,0.728,1.525,0.791,SharpRightTurn
0.819,0.735,1.514,0.798,SharpRightTurn
0.801,0.742,1.507,0.804,SharpRightTurn
0.785,0.747,1.502,0.812,SharpRightTurn
0.776,0.748,1.500,2.047,SharpRightTurn
0.777,0.746,1.502,0.807,SharpRightTurn
0.780,0.744,1.505,0.839,SharpRightTurn
0.780,0.744,1.506,0.844,SharpRightTurn
0.780,0.744,1.506,0.844,SharpRightTurn
0.779,0.744,1.509,0.834,SharpRightTurn
0.779,0.744,1.509,0.833,SharpRightTurn
0.779,0.743,1.510,0.832,SharpRightTurn
0.779,0.743,1.510,0.830,SharpRightTurn
0.778,0.743,1.511,0.829,SharpRightTurn
0.778,0.743,1.511,1.480,SharpRightTurn
0.778,0.743,1.512,0.834,SharpRightTurn
0.778,0.742,1.512,1.480,SharpRightTurn
0.778,0.742,1.513,1.480,SharpRightTurn
0.780,0.741,1.515,1.480,SharpRightTurn
0.779,0.744,1.515,0.811,SharpRightTurn
0.774,0.743,1.514,0.780,SharpRightTurn
0.773,0.748,1.515,0.773,SharpRightTurn
0.772,0.743,1.516,0.766,SharpRightTurn
0.771,0.738,1.519,0.762,SharpRightTurn
0.770,0.737,1.520,0.759,SharpRightTurn
0.769,0.737,1.525,0.756,SharpRightTurn
0.768,0.739,1.527,0.774,SharpRightTurn
0.767,0.739,1.530,0.754,SharpRightTurn
0.766,0.743,1.531,0.744,SharpRightTurn
0.766,0.749,1.536,0.738,SharpRightTurn
0.771,1.151,1.541,0.735,SharpRightTurn
0.875,0.746,1.559,0.728,SharpRightTurn
0.818,0.789,1.546,0.725,SharpRightTurn
0.768,0.784,1.551,0.723,SharpRightTurn
0.767,0.783,1.554,0.720,SharpRightTurn
0.767,0.784,1.574,0.722,SharpRightTurn
0.770,0.810,1.577,0.718,SharpRightTurn
0.773,0.769,2.911,0.713,SharpRightTurn
0.786,0.763,2.912,0.711,SharpRightTurn
0.797,0.756,2.913,0.709,SharpRightTurn
1.543,0.753,1.606,0.707,MoveForward
1.544,0.749,1.586,0.706,MoveForward
0.780,0.746,1.607,0.705,SharpRightTurn
1.544,0.743,1.615,0.705,MoveForward
1.543,0.745,1.611,0.707,MoveForward
1.541,0.741,1.609,0.709,MoveForward
1.540,0.741,1.608,0.710,MoveForward
1.539,0.741,1.608,0.711,MoveForward
1.538,0.740,1.610,0.712,MoveForward
1.534,0.739,1.606,0.716,MoveForward
1.527,0.737,1.599,0.722,MoveForward
1.518,0.733,1.592,0.732,MoveForward
1.506,0.729,1.578,0.743,MoveForward
1.492,0.724,1.571,0.756,MoveForward
1.478,0.718,1.556,0.771,MoveForward
1.463,0.712,1.544,0.787,MoveForward
1.446,0.709,2.959,0.803,MoveForward
1.430,0.702,2.966,0.820,MoveForward
1.415,0.696,2.880,0.837,MoveForward
1.397,0.692,2.193,0.856,MoveForward
1.375,0.686,2.210,0.874,MoveForward
1.356,0.676,2.224,0.893,MoveForward
1.337,0.670,2.235,0.912,MoveForward
1.322,0.667,1.415,0.930,MoveForward
1.300,0.657,1.366,0.949,MoveForward
1.281,0.651,1.344,0.968,MoveForward
1.265,0.644,1.324,0.987,MoveForward
1.246,0.638,1.305,1.006,MoveForward
1.226,0.632,1.286,1.025,MoveForward
1.206,0.625,1.270,1.045,MoveForward
1.184,0.619,1.253,1.064,MoveForward
1.164,0.611,1.237,1.084,MoveForward
1.144,0.604,3.075,1.103,MoveForward
1.124,0.598,1.194,1.123,MoveForward
1.108,0.590,1.171,1.143,MoveForward
1.085,0.584,1.151,1.162,MoveForward
1.066,0.580,1.132,1.181,MoveForward
1.048,0.577,1.114,1.200,MoveForward
1.029,0.567,1.095,1.218,MoveForward
1.010,0.561,1.074,1.237,MoveForward
0.755,0.555,1.056,1.255,SharpRightTurn
0.712,0.551,1.041,1.273,SharpRightTurn
0.684,0.542,1.022,1.292,SharpRightTurn
0.669,0.536,1.000,1.310,SharpRightTurn
0.658,0.529,0.982,1.328,SharpRightTurn
0.655,0.520,0.966,1.345,SharpRightTurn
0.886,0.515,0.956,1.360,SharpRightTurn
0.880,0.506,3.193,1.366,SharpRightTurn
0.570,0.504,3.203,1.364,SharpRightTurn
0.568,0.504,3.198,1.361,SharpRightTurn
0.565,0.505,3.197,1.360,SharpRightTurn
0.887,0.505,3.194,1.360,SharpRightTurn
0.886,0.504,3.194,1.360,SharpRightTurn
0.565,0.503,3.188,1.360,SharpRightTurn
0.886,0.502,3.189,1.363,SharpRightTurn
0.889,0.501,2.584,1.358,SharpRightTurn
0.889,0.501,2.590,1.358,SharpRightTurn
0.889,0.500,2.587,1.358,SharpRightTurn
0.888,0.500,2.584,1.358,SharpRightTurn
0.889,0.499,3.204,1.357,SharpRightTurn
0.889,0.498,3.205,1.357,SharpRightTurn
0.889,0.497,3.193,1.357,SharpRightTurn
0.889,0.495,3.191,1.357,SharpRightTurn
0.890,0.494,3.188,1.356,SharpRightTurn
0.890,0.493,2.582,1.356,SharpRightTurn
0.891,0.491,2.590,1.356,SharpRightTurn
0.891,0.490,0.966,1.360,SharpRightTurn
0.888,0.489,2.579,1.360,SharpRightTurn
0.584,0.486,2.581,1.360,SharpRightTurn
0.891,0.484,2.581,1.360,SharpRightTurn
0.893,0.482,2.582,1.393,SharpRightTurn
0.892,0.480,2.583,1.375,SharpRightTurn
0.892,0.479,2.582,1.392,SharpRightTurn
0.893,0.477,2.586,1.362,SharpRightTurn
0.892,0.475,2.588,1.363,SharpRightTurn
0.892,0.473,2.590,1.365,SharpRightTurn
0.892,0.472,2.594,1.367,SharpRightTurn
0.893,0.470,2.596,1.371,SharpRightTurn
0.895,0.467,2.597,1.410,SharpRightTurn
0.887,0.464,1.426,0.788,SharpRightTurn
0.890,0.461,1.420,0.784,SharpRightTurn
0.889,0.459,1.415,0.783,SharpRightTurn
0.888,0.457,1.416,0.782,SharpRightTurn
0.887,0.455,2.604,0.525,SharpRightTurn
0.887,0.453,1.416,0.506,SharpRightTurn
0.886,0.451,2.613,0.497,SharpRightTurn
0.889,0.450,2.615,0.508,SharpRightTurn
0.882,0.452,1.438,0.490,SharpRightTurn
0.887,0.463,1.429,0.485,SharpRightTurn
0.877,0.451,1.424,0.481,SharpRightTurn
0.880,0.447,1.398,0.487,SharpRightTurn
0.879,0.446,1.398,0.471,SharpRightTurn
0.878,0.446,1.400,0.463,SharpRightTurn
0.876,0.445,1.419,0.480,SharpRightTurn
0.876,0.448,1.415,0.465,SharpRightTurn
0.878,0.475,1.395,0.447,SharpRightTurn
0.877,0.504,1.395,0.445,SharpRightTurn
0.879,0.553,1.392,0.439,SharpRightTurn
0.887,0.453,1.389,0.437,SharpRightTurn
0.899,0.457,1.390,0.435,SharpRightTurn
0.877,0.545,1.394,0.432,SharpRightTurn
0.873,0.539,1.410,0.430,SharpRightTurn
0.876,1.053,1.401,0.429,SharpRightTurn
0.882,0.470,1.394,0.423,SharpRightTurn
0.892,0.469,1.396,0.421,SharpRightTurn
3.287,0.474,1.397,0.420,SlightRightTurn
3.284,0.481,1.396,0.419,SlightRightTurn
3.284,0.858,1.398,0.419,MoveForward
3.285,0.855,1.399,0.419,MoveForward
3.285,0.851,1.400,0.419,MoveForward
3.288,0.851,1.400,0.419,MoveForward
3.291,0.851,1.400,0.420,MoveForward
3.285,0.851,1.401,0.423,MoveForward
3.278,0.848,1.403,0.429,MoveForward
3.266,0.845,1.408,0.438,MoveForward
3.256,0.843,1.412,0.448,MoveForward
3.244,0.835,1.417,0.460,MoveForward
3.230,0.832,1.424,0.474,MoveForward
3.215,0.822,1.430,0.489,MoveForward
3.202,0.817,1.438,0.505,MoveForward
3.187,0.593,1.445,0.522,MoveForward
3.163,0.800,1.453,0.540,MoveForward
3.144,0.792,1.460,0.559,MoveForward
3.126,0.788,1.468,0.578,MoveForward
1.022,0.777,1.476,0.597,MoveForward
3.090,0.769,1.483,0.616,MoveForward
3.067,0.765,1.491,0.636,MoveForward
3.051,0.758,1.499,0.655,MoveForward
3.031,0.750,1.507,0.674,MoveForward
0.949,0.740,1.515,0.693,MoveForward
0.929,0.732,1.523,0.712,MoveForward
0.910,0.728,1.531,0.732,MoveForward
2.954,0.718,1.539,0.751,MoveForward
2.935,0.714,1.546,0.770,MoveForward
2.916,0.723,1.553,0.788,MoveForward
2.898,0.714,1.561,0.806,MoveForward
2.880,0.704,1.568,0.824,MoveForward
2.862,0.697,1.575,0.842,MoveForward
2.844,0.689,1.582,0.860,MoveForward
2.826,0.683,1.589,0.878,MoveForward
2.808,0.675,1.596,0.896,MoveForward
2.790,0.686,1.603,0.914,MoveForward
2.771,0.666,1.610,0.933,MoveForward
2.752,0.663,1.617,0.951,MoveForward
2.733,0.673,1.625,0.970,MoveForward
2.714,0.649,1.633,0.988,MoveForward
2.696,0.643,1.640,1.007,MoveForward
2.678,0.636,1.647,1.025,MoveForward
2.659,0.630,1.655,1.043,MoveForward
2.641,0.622,1.662,1.062,MoveForward
2.622,0.613,1.670,1.080,MoveForward
2.601,0.609,1.677,1.099,MoveForward
2.582,0.599,1.685,1.117,MoveForward
2.566,0.596,1.692,1.136,MoveForward
2.547,0.587,1.700,1.154,MoveForward
2.526,0.580,1.707,1.173,MoveForward
2.507,0.574,1.714,1.191,MoveForward
2.488,0.567,1.722,1.210,MoveForward
2.470,0.561,1.729,1.228,MoveForward
2.452,0.557,1.736,1.246,MoveForward
2.434,0.551,1.743,1.264,MoveForward
2.415,0.543,1.751,1.282,MoveForward
2.397,0.537,1.759,1.301,MoveForward
2.378,0.527,1.767,1.319,MoveForward
2.360,0.523,1.774,1.337,MoveForward
2.342,0.535,1.783,1.355,MoveForward
2.323,0.524,1.791,1.374,MoveForward
2.305,0.506,1.799,1.392,MoveForward
2.287,0.503,1.807,1.410,MoveForward
1.923,0.492,1.815,1.428,SlightRightTurn
1.900,0.487,1.824,1.447,SlightRightTurn
1.887,0.483,1.832,1.465,SlightRightTurn
2.211,0.480,1.840,1.483,SlightRightTurn
2.193,0.478,1.848,1.502,SlightRightTurn
2.176,0.479,1.856,1.519,SlightRightTurn
2.159,0.497,1.863,1.536,MoveForward
2.143,0.486,1.870,1.552,SlightRightTurn
2.127,0.503,1.876,1.568,MoveForward
2.112,0.514,1.883,1.583,MoveForward
2.098,0.492,1.889,1.596,SlightRightTurn
2.084,0.479,1.895,1.610,SlightRightTurn
2.071,0.483,1.900,1.622,SlightRightTurn
1.813,0.630,1.905,1.635,MoveForward
1.796,0.482,1.910,1.647,SlightRightTurn
1.789,0.621,1.916,1.659,MoveForward
1.782,0.625,1.920,1.670,MoveForward
1.770,0.597,1.925,1.681,MoveForward
2.001,0.601,1.930,1.692,MoveForward
1.788,0.605,1.935,1.704,MoveForward
1.771,0.571,1.941,1.717,MoveForward
1.964,0.544,1.947,1.730,MoveForward
1.952,0.579,1.953,1.743,MoveForward
1.941,0.522,1.959,1.756,MoveForward
1.927,0.530,1.965,1.771,MoveForward
1.910,0.516,1.971,1.786,MoveForward
1.893,1.428,1.950,1.802,SlightLeftTurn
1.876,1.419,1.986,1.819,SlightLeftTurn
1.859,1.413,1.934,1.837,SlightLeftTurn
1.840,1.405,1.941,1.856,SlightLeftTurn
1.820,1.400,2.004,1.875,SlightLeftTurn
1.801,1.398,1.879,1.894,SlightLeftTurn
1.782,1.394,1.853,1.913,SlightLeftTurn
1.763,1.389,1.834,1.931,SlightLeftTurn
1.745,1.386,1.815,1.950,SlightLeftTurn
1.727,1.381,1.798,1.968,SlightLeftTurn
1.633,1.380,2.032,1.985,SlightLeftTurn
1.693,1.384,1.762,2.001,SlightLeftTurn
1.678,1.412,1.741,2.015,SlightLeftTurn
1.663,1.378,1.703,2.029,SlightLeftTurn
1.649,1.372,1.681,2.042,SlightLeftTurn
1.569,1.369,1.663,2.055,SlightLeftTurn
1.559,1.367,1.651,2.069,SlightLeftTurn
1.578,1.364,1.658,2.083,SlightLeftTurn
1.547,1.361,1.778,2.096,SlightLeftTurn
1.555,1.358,1.631,2.109,SlightLeftTurn
1.450,1.362,1.591,2.123,SlightLeftTurn
1.369,2.692,1.577,2.138,SlightLeftTurn
1.358,2.689,1.560,2.181,SlightLeftTurn
1.342,2.686,1.546,2.165,SlightLeftTurn
1.332,0.753,1.533,2.177,MoveForward
1.347,0.761,1.534,2.190,MoveForward
1.333,0.772,1.508,2.204,MoveForward
1.307,0.775,1.497,2.181,MoveForward
1.300,0.785,1.483,2.187,MoveForward
1.292,0.856,1.469,2.187,MoveForward
1.284,0.935,1.458,2.188,SlightLeftTurn
1.276,2.253,1.447,2.199,SlightLeftTurn
1.265,1.319,1.435,2.312,SlightLeftTurn
1.254,1.324,1.423,2.299,SlightLeftTurn
1.245,1.336,1.415,2.334,SlightLeftTurn
1.234,2.293,1.405,2.364,SlightLeftTurn
1.226,0.832,1.397,2.385,MoveForward
1.211,0.834,1.382,2.409,MoveForward
1.197,0.839,1.372,2.395,MoveForward
1.182,0.843,1.362,2.396,MoveForward
1.163,0.847,1.350,3.340,MoveForward
1.147,0.854,1.343,2.321,MoveForward
1.131,0.860,1.336,2.326,MoveForward
1.115,2.358,1.329,2.349,SlightLeftTurn
1.098,2.365,1.323,2.431,SlightLeftTurn
1.081,2.372,1.316,2.435,SlightLeftTurn
1.064,0.875,1.310,3.437,MoveForward
1.047,0.883,1.303,3.454,MoveForward
1.031,0.891,1.296,2.451,MoveForward
1.014,2.401,1.289,3.486,SlightLeftTurn
0.997,2.407,1.283,2.480,SlightLeftTurn
0.980,0.895,1.277,2.470,MoveForward
0.966,0.897,1.270,2.481,MoveForward
0.948,0.903,1.263,2.490,SlightLeftTurn
0.932,0.908,1.256,2.501,SlightLeftTurn
0.915,0.913,1.251,2.505,SlightLeftTurn
0.899,0.916,1.245,2.515,SharpRightTurn
0.883,0.922,1.242,2.523,SharpRightTurn
0.867,0.927,1.237,2.598,SharpRightTurn
0.851,0.932,1.231,2.616,SharpRightTurn
0.836,0.938,1.227,2.604,SharpRightTurn
0.822,0.917,1.223,2.617,SharpRightTurn
0.816,0.903,1.222,2.637,SharpRightTurn
0.817,0.897,1.221,2.633,SharpRightTurn
0.817,0.891,1.222,3.677,SharpRightTurn
0.822,0.890,1.224,3.675,SharpRightTurn
0.822,0.894,1.223,2.666,SharpRightTurn
0.822,0.890,1.223,3.675,SharpRightTurn
0.818,0.890,1.224,3.675,SharpRightTurn
0.817,0.890,1.224,3.675,SharpRightTurn
0.816,0.889,1.224,3.672,SharpRightTurn
0.816,0.888,1.225,3.675,SharpRightTurn
0.814,0.887,1.226,2.649,SharpRightTurn
0.814,0.886,1.228,2.644,SharpRightTurn
0.813,0.885,1.229,2.649,SharpRightTurn
0.812,0.884,1.231,2.652,SharpRightTurn
0.815,0.889,1.233,2.656,SharpRightTurn
0.815,0.978,1.239,3.676,SharpRightTurn
0.815,0.898,1.242,3.681,SharpRightTurn
0.813,0.970,1.244,2.672,SharpRightTurn
0.812,0.881,1.246,3.669,SharpRightTurn
0.807,0.877,1.245,3.668,SharpRightTurn
0.806,0.877,1.247,3.674,SharpRightTurn
0.805,0.901,1.249,2.683,SharpRightTurn
0.804,0.963,1.255,2.687,SharpRightTurn
0.803,0.871,1.258,2.688,SharpRightTurn
0.805,0.954,1.260,3.715,SharpRightTurn
0.805,0.887,1.268,4.834,SharpRightTurn
0.807,0.837,1.269,0.873,SharpRightTurn
0.823,0.834,1.281,0.871,SharpRightTurn
0.874,0.830,1.272,0.865,SharpRightTurn
0.806,0.822,1.274,0.867,SharpRightTurn
0.802,0.819,1.273,0.909,SharpRightTurn
0.804,0.818,1.279,0.856,SharpRightTurn
0.807,0.814,1.289,0.854,SharpRightTurn
0.813,0.826,1.810,0.849,SharpRightTurn
0.881,0.798,1.751,0.845,SharpRightTurn
0.892,0.792,1.821,0.845,SharpRightTurn
0.893,0.788,1.319,0.845,SharpRightTurn
0.895,0.785,1.325,0.845,SharpRightTurn
1.265,0.782,1.300,0.845,MoveForward
1.269,0.779,1.305,0.849,MoveForward
1.270,0.786,1.334,0.850,MoveForward
1.270,0.774,1.343,0.850,MoveForward
1.268,0.769,1.842,0.852,MoveForward
1.265,0.776,1.338,0.855,MoveForward
1.259,0.789,1.325,0.861,MoveForward
1.251,0.776,1.317,0.869,MoveForward
1.241,0.770,1.310,0.879,MoveForward
1.229,0.766,1.821,0.891,MoveForward
1.215,0.754,1.814,0.905,MoveForward
1.200,0.752,1.803,0.920,MoveForward
1.076,0.747,1.794,0.937,MoveForward
1.057,0.741,1.788,0.954,MoveForward
1.041,0.739,1.776,0.972,MoveForward
1.025,0.727,1.769,0.991,MoveForward
1.110,0.725,1.758,1.010,MoveForward
1.004,0.719,1.746,1.029,MoveForward
1.071,0.713,1.438,1.049,MoveForward
1.051,0.710,1.723,1.069,MoveForward
1.031,0.708,1.717,1.089,MoveForward
1.012,0.692,1.705,1.109,MoveForward
0.992,0.689,1.699,1.128,MoveForward
0.972,0.687,1.690,1.148,MoveForward
0.950,0.674,1.273,1.167,MoveForward
0.934,0.671,1.668,1.186,MoveForward
0.915,0.665,1.667,1.204,MoveForward
0.893,0.660,1.575,1.223,SharpRightTurn
0.874,0.654,1.646,1.242,SharpRightTurn
0.856,0.648,1.543,1.261,SharpRightTurn
0.837,0.645,1.497,1.279,SharpRightTurn
0.818,0.632,1.626,1.298,SharpRightTurn
0.801,0.634,1.522,1.315,SharpRightTurn
0.786,0.619,1.480,1.329,SharpRightTurn
0.778,0.608,1.613,1.336,SharpRightTurn
0.779,0.603,1.618,1.334,SharpRightTurn
0.782,0.602,1.626,1.330,SharpRightTurn
0.784,0.602,1.627,1.329,SharpRightTurn
0.784,0.603,1.627,1.329,SharpRightTurn
0.784,0.602,1.627,1.329,SharpRightTurn
0.784,0.602,1.627,1.329,SharpRightTurn
0.783,0.601,1.628,1.326,SharpRightTurn
0.783,0.596,1.629,1.326,SharpRightTurn
0.783,0.595,1.630,1.325,SharpRightTurn
0.784,0.594,1.632,1.328,SharpRightTurn
0.784,0.592,0.855,1.328,SharpRightTurn
0.784,0.590,1.640,1.328,SharpRightTurn
0.785,0.589,0.861,1.331,SharpRightTurn
0.786,0.588,1.632,1.332,SharpRightTurn
0.786,0.587,1.630,1.332,SharpRightTurn
0.785,0.590,1.631,1.349,SharpRightTurn
0.784,0.584,1.636,5.000,SharpRightTurn
0.784,0.578,1.645,5.000,SharpRightTurn
0.783,0.576,1.653,1.210,SharpRightTurn
0.783,0.574,1.652,1.206,SharpRightTurn
0.783,0.572,1.653,1.205,SharpRightTurn
0.783,0.570,1.661,1.208,SharpRightTurn
0.782,0.572,1.670,1.210,SharpRightTurn
0.781,0.577,1.976,5.000,SharpRightTurn
0.780,0.568,2.377,5.000,SharpRightTurn
0.779,0.562,2.392,5.000,SharpRightTurn
0.778,0.557,2.391,1.208,SharpRightTurn
0.777,0.555,2.393,5.000,SharpRightTurn
0.776,0.553,2.395,1.201,SharpRightTurn
0.779,0.555,2.400,1.417,SharpRightTurn
0.779,0.553,2.567,0.616,SharpRightTurn
0.773,0.552,2.866,0.605,SharpRightTurn
0.771,0.564,2.869,0.606,SharpRightTurn
0.769,0.552,2.940,0.605,SharpRightTurn
0.767,0.551,2.871,0.593,SharpRightTurn
0.765,0.551,2.863,0.588,SharpRightTurn
0.763,0.550,2.862,0.637,SharpRightTurn
0.762,0.578,2.864,0.633,SharpRightTurn
0.761,0.588,2.866,0.589,SharpRightTurn
0.763,0.798,1.377,0.569,SharpRightTurn
0.766,0.686,1.368,0.565,SharpRightTurn
0.779,0.586,1.368,0.553,SharpRightTurn
0.765,0.681,1.369,0.545,SharpRightTurn
0.761,0.663,1.448,0.539,SharpRightTurn
0.760,0.775,1.377,0.537,SharpRightTurn
0.763,0.813,1.414,0.536,SharpRightTurn
0.766,0.567,1.383,0.531,SharpRightTurn
0.776,0.572,1.374,0.529,SharpRightTurn
0.794,0.577,1.372,0.524,SharpRightTurn
1.650,0.750,1.373,0.522,MoveForward
1.665,0.743,1.375,0.521,MoveForward
1.664,0.741,1.377,0.521,MoveForward
1.664,0.738,1.379,0.521,MoveForward
0.934,0.736,1.380,0.523,MoveForward
0.925,0.736,1.381,0.527,MoveForward
0.917,0.734,1.383,0.533,MoveForward
0.873,0.731,1.386,0.541,SharpRightTurn
0.910,0.727,1.390,0.552,MoveForward
0.892,0.722,1.396,0.565,SharpRightTurn
0.887,0.716,1.401,0.578,SharpRightTurn
