@relation WallFollowingRobotNavigation_2

@attribute SD_front numeric
@attribute SD_left numeric
@attribute Class {MoveForward, SlightRightTurn, SharpRightTurn, SlightLeftTurn}

@data
2.593,0.558,MoveForward
2.573,0.553,MoveForward
2.553,0.548,MoveForward
2.533,0.543,MoveForward
2.513,0.539,MoveForward
2.493,0.534,MoveForward
2.473,0.530,MoveForward
2.453,0.525,MoveForward
2.433,0.520,MoveForward
2.411,0.516,MoveForward
2.394,0.512,MoveForward
2.371,0.508,MoveForward
2.351,0.504,MoveForward
2.332,0.501,MoveForward
2.312,0.499,MoveForward
2.292,0.500,MoveForward
2.272,0.516,MoveForward
2.253,0.510,MoveForward
2.233,0.503,MoveForward
2.212,0.502,MoveForward
2.192,0.502,MoveForward
2.172,0.504,MoveForward
2.152,0.506,MoveForward
2.132,0.602,MoveForward
2.112,0.513,MoveForward
2.093,0.591,MoveForward
2.074,0.570,MoveForward
1.972,0.566,MoveForward
1.952,0.573,MoveForward
1.874,1.496,SlightLeftTurn
1.855,1.492,SlightLeftTurn
1.836,1.488,SlightLeftTurn
1.817,1.485,SlightLeftTurn
1.797,1.481,SlightLeftTurn
1.779,1.481,SlightLeftTurn
1.760,1.474,SlightLeftTurn
1.742,1.473,SlightLeftTurn
1.724,1.466,SlightLeftTurn
1.706,1.466,SlightLeftTurn
1.688,1.462,SlightLeftTurn
1.671,1.459,SlightLeftTurn
1.659,1.456,SlightLeftTurn
1.641,1.457,SlightLeftTurn
1.626,1.477,SlightLeftTurn
1.612,1.485,SlightLeftTurn
1.598,1.449,SlightLeftTurn
1.584,1.446,SlightLeftTurn
1.570,1.444,SlightLeftTurn
1.557,1.442,SlightLeftTurn
1.545,1.439,SlightLeftTurn
1.470,1.444,SlightLeftTurn
1.440,2.738,SlightLeftTurn
1.431,0.821,MoveForward
1.424,0.828,MoveForward
1.433,0.833,MoveForward
1.436,0.840,MoveForward
1.411,0.853,MoveForward
1.395,0.988,SlightLeftTurn
1.389,2.278,SlightLeftTurn
1.382,2.283,SlightLeftTurn
1.370,1.432,SlightLeftTurn
1.357,1.746,SlightLeftTurn
1.346,1.748,SlightLeftTurn
1.335,1.754,SlightLeftTurn
1.327,1.762,SlightLeftTurn
1.318,1.774,SlightLeftTurn
1.306,2.350,SlightLeftTurn
1.292,2.359,SlightLeftTurn
1.279,1.001,SlightLeftTurn
1.267,2.373,SlightLeftTurn
1.251,2.380,SlightLeftTurn
1.238,2.387,SlightLeftTurn
1.229,2.394,SlightLeftTurn
1.216,2.401,SlightLeftTurn
1.204,2.408,SlightLeftTurn
1.191,2.415,SlightLeftTurn
1.177,2.424,SlightLeftTurn
1.163,2.429,SlightLeftTurn
1.149,1.600,SlightLeftTurn
1.132,1.601,SlightLeftTurn
1.119,0.943,SlightLeftTurn
1.105,0.940,SlightLeftTurn
1.091,0.938,SlightLeftTurn
1.080,0.938,SlightLeftTurn
1.067,0.938,SlightLeftTurn
1.053,0.939,SlightLeftTurn
1.038,0.933,SlightLeftTurn
1.019,0.933,SlightLeftTurn
1.005,0.933,SlightLeftTurn
0.991,0.933,SlightLeftTurn
0.975,0.933,SlightLeftTurn
0.961,0.935,SlightLeftTurn
0.946,0.935,SlightLeftTurn
0.935,0.937,SlightLeftTurn
0.922,0.939,SlightLeftTurn
0.908,2.468,SlightLeftTurn
0.894,2.470,SharpRightTurn
0.876,2.483,SharpRightTurn
0.862,3.642,SharpRightTurn
0.848,3.646,SharpRightTurn
0.835,3.652,SharpRightTurn
0.823,3.658,SharpRightTurn
0.815,0.885,SharpRightTurn
0.815,3.663,SharpRightTurn
0.818,3.661,SharpRightTurn
0.820,4.409,SharpRightTurn
0.822,4.409,SharpRightTurn
0.822,4.409,SharpRightTurn
0.821,4.408,SharpRightTurn
0.821,3.672,SharpRightTurn
0.822,0.914,SharpRightTurn
0.826,0.906,SharpRightTurn
0.827,0.908,SharpRightTurn
0.827,0.862,SharpRightTurn
0.828,0.856,SharpRightTurn
0.827,0.854,SharpRightTurn
0.824,0.849,SharpRightTurn
0.823,0.847,SharpRightTurn
0.822,0.845,SharpRightTurn
0.822,0.843,SharpRightTurn
0.822,0.842,SharpRightTurn
0.823,0.840,SharpRightTurn
0.823,0.844,SharpRightTurn
0.824,0.838,SharpRightTurn
0.826,0.831,SharpRightTurn
0.822,0.830,SharpRightTurn
0.821,0.827,SharpRightTurn
0.821,0.825,SharpRightTurn
0.820,0.823,SharpRightTurn
0.820,0.822,SharpRightTurn
0.820,0.824,SharpRightTurn
0.823,0.865,SharpRightTurn
0.822,0.820,SharpRightTurn
0.821,0.815,SharpRightTurn
0.816,0.810,SharpRightTurn
0.815,0.808,SharpRightTurn
0.814,0.806,SharpRightTurn
0.813,0.804,SharpRightTurn
0.813,0.809,SharpRightTurn
0.816,0.919,SharpRightTurn
0.816,0.916,SharpRightTurn
0.817,0.813,SharpRightTurn
0.810,0.805,SharpRightTurn
0.809,0.801,SharpRightTurn
0.807,0.800,SharpRightTurn
0.806,0.823,SharpRightTurn
0.806,0.863,SharpRightTurn
0.805,0.859,SharpRightTurn
0.808,0.887,SharpRightTurn
0.808,0.896,SharpRightTurn
0.807,0.868,SharpRightTurn
0.826,0.841,SharpRightTurn
0.825,0.834,SharpRightTurn
0.841,0.826,SharpRightTurn
0.805,0.823,SharpRightTurn
0.808,0.829,SharpRightTurn
0.808,0.825,SharpRightTurn
0.814,0.805,SharpRightTurn
0.871,0.798,SharpRightTurn
0.889,0.794,SharpRightTurn
0.932,0.792,MoveForward
0.934,0.792,MoveForward
0.926,0.789,MoveForward
1.213,0.783,MoveForward
1.352,0.782,MoveForward
1.349,0.782,MoveForward
1.343,0.781,MoveForward
1.335,0.781,MoveForward
0.910,0.776,MoveForward
0.897,0.768,SharpRightTurn
1.297,0.766,MoveForward
1.282,0.759,MoveForward
1.265,0.753,MoveForward
1.249,0.745,MoveForward
1.233,0.738,MoveForward
1.217,0.732,MoveForward
1.201,0.725,MoveForward
1.184,0.718,MoveForward
1.168,0.712,MoveForward
1.151,0.706,MoveForward
1.133,0.699,MoveForward
1.116,0.692,MoveForward
1.098,0.686,MoveForward
1.080,0.678,MoveForward
1.062,0.672,MoveForward
1.043,0.665,MoveForward
1.024,0.657,MoveForward
0.894,0.649,SharpRightTurn
0.873,0.642,SharpRightTurn
0.967,0.635,MoveForward
0.854,0.628,SharpRightTurn
